|Whitefish Statistics: total landings (tonnes live weight) in 2018
|43166||||||||||||This weeks report includes swap numbers 

||Landings into||||||||||Total landings||||Uptake of quota||||||| 
|Stock|Scotland|||England, Wales & N.I.|||Abroad||||by UK vessels|||U.K|in past week||so far in:|||||U.K
||||%|||%|||%||||%|Quota|||2017|2018||||Quota
||2017|2018|change|2017|2018|change|2017|2018|change||2017|2018|change|2018|Tonnes|%|%|%||||2016
|North sea
|  Cod|0|2077.577|-|0|617.1687700037002|-|0|30.0901|-||0|2724.8358700037|-|18671.2|249.42059999999947|1.3358573632117885|0|14.59379081153702||||16754
|  Haddock|0|3571.735|-|0|605.7491899891138|-|0|14.8143|-||0|4192.298489989114|-|29772.799999999996|376.8487|1.2657482668744628|0|14.080968165537385||||44464
|  Whiting|0|1898.9749999999997|-|0|263.71920000686646|-|0|20.2601|-||0|2182.954300006866|-|14876.100000000002|290.4158|1.9522307594060269|0|14.674237871531288||||9473
|  Saithe|0|1162.4939999999997|-|0|196.478|-|0|515.2516|-||0|1874.2235999999998|-|9552.600000000002|218.85280000000012|2.2910286204802888|0|19.62003642987249||||8710
|  Plaice|0|114.62299999999999|-|0|27.07467999567985|-|0|1154.4258|-||0|1296.1234799956799|-|33037.3|224.8462999999997|0.6805831590353923|0|3.9232124901117214||||27552
|  Sole|0|0|-|0|2.718|-|0|67.4969|-||0|70.2149|-|766|18.085499999999996|2.3610313315926885|0|9.166436031331592||||783
|  Hake|0|329.807|-|0|137.245|-|0|17.1421|-||0|484.19410000000005|-|1326.0000000000002|59.14999999999998|4.460784313725488|0|36.51539215686274||||5317
|  Nephrops|0|785.1529999999999|-|0|335.2014000076294|-|0|21.0092|-||0|1141.3636000076292|-|22852.099999999995|101.74689999999987|0.44524091877770483|0|4.994567676527013||||10801
|  Norway others|0|94.98599999999999|-|0|45.4133|-|0|0.27|-||0|140.6693|-|3749.8999999999996|2.959300000000013|0.07891677111389672|0|3.7512813675031333||||2934
|  Monkfish|0|1438.192|-|0|65.73175001974107|-|0|4.6535|-||0|1508.5772500197409|-|13203.100000000002|179.6985000000002|1.3610326362748155|0|11.42593216759504||||9798
|  Megrim|0|132.611|-|0|9.4785|-|0|2.6189|-||0|144.70839999999998|-|2704.3|20.321499999999986|0.7514513922271931|0|5.351048330436711||||2727
|  Lem Sole & Witches|0|239.70700000000002|-|0|9.636810000753403|-|0|13.2638|-||0|262.6076100007534|-|3903.8999999999987|53.05340000000004|1.3589846051384529|0|6.726801659897884||||3554
|  Skates & Rays|0|64.31300000000002|-|0|47.19500000076294|-|0|7.481|-||0|118.98900000076296|-|1070.1|12.138400000000033|1.1343238949630907|0|11.11942809090393||||721
|  Dabs & Flounders|0|2.5370000000000004|-|0|0|-|0|10.895|-||0|13.432|-|0|1.2039999999999988|-|0|-||||1558
|  Turbot & Brill|0|4.216|-|0|2.565539997673035|-|0|45.509100000000004|-||0|52.29063999767304|-|1096.8999999999996|12.636400000000009|1.152010210593492|0|4.7671291820287225||||522
|  Spurdog (zero TAC)|0|0|-|0|0|-|0|0|-||0|0|-|0|0|-|-|-||||0
|  Northern prawn|0|0|-|0|0.0174|-|0|0|-||0|0.0174|-|482.3000000000001|0|0|0|0.0036077130416753045||||565
||||||||||||||||||-
|West of Scotland
| Cod VIb|0|2.14|-|0|0|-|0|0|-||0|2.14|-|45|2.14|4.7555555555555555|0|4.7555555555555555||||45
| Cod VIa,Vb (EC)|0|43.10999999999999|-|0|1.2627|-|0|0|-||0|44.372699999999995|-|0|5.1347999999999985|-|-|-||||0
| Haddock VIb, XII, XIV  |0|58.441|-|0|0|-|0|0|-||0|58.441|-|4244.999999999999|42.321|0.9969611307420497|0|1.376702002355713||||2561
| Haddock VIa,Vb (EC)|0|377.45400000000006|-|0|11.6517|-|0|0|-||0|389.10570000000007|-|3958.8999999999987|137.1523000000001|3.464404253706842|0|9.828631690621137||||5077
|  Whiting|0|18.497999999999998|-|0|0.8972|-|0|0|-||0|19.3952|-|122|5.9990000000000006|4.917213114754099|0|15.897704918032787||||122
|  Saithe|0|620.4200000000002|-|0|53.550900000000006|-|0|0.6547|-||0|674.6256000000002|-|3633.800000000001|161.86340000000007|4.45438384060763|0|18.56529253123452||||2839
|  Plaice|0|3.936|-|0|0.4017|-|0|0|-||0|4.3377|-|430.49999999999994|1.0862000000000003|0.25231126596980263|0|1.0075958188153311||||388
|  Sole|0|0.014|-|0|0|-|0|0|-||0|0.014|-|12.1|0|0|0|0.11570247933884298||||11
|  Hake (inc VII)||2.48||0|0|-|0|0|-|||2.48|||0|-|-|-
|  Monkfish|0|489.0479999999999|-|0|8.7481|-|0|0|-||0|497.7960999999999|-|2825.2|97.83949999999999|3.463099957525131|0|17.619853461701823||||2805
|  Nephrops|0|451.394|-|0|23.1022|-|0|0.1463|-||0|474.6425|-|13589.399999999996|102.80119999999994|0.7564807864953564|0|3.4927406655187143||||17636
|  Megrim|0|153.074|-|0|4.4535|-|0|0|-||0|157.5275|-|1899.9000000000003|46.43350000000001|2.4439970524764463|0|8.291357439865255||||1772
|  Pollack|0|5.679|-|0|0.14529999999999998|-|0|0|-||0|5.8243|-|144.69999999999996|0.5744999999999996|0.39702833448514147|0|4.025086385625433||||145
|Greenland Halibut II,IV,VI|0|0|-|0|0|-|0|0|-||0|0|-|1113.3999999999999|0|0|0|0||||974
|  Spurdog (zero TAC)|-|0|-|-|4.7966999999999995|-|-|0.0419|-||-|4.8386|-|0|1.1273999999999993|-|-|-||||0

|Faroes
|Cod/Haddock||468.55|||0|||0||||468.55||480|-10.4|-2.166666666666667||97.61458333333334||||464
|Saithe||357.68|||0|||0||||357.68||1216|0|0||29.414473684210527||||767
|Redfish||6.03|||0|||0||||6.03||232|0|0||2.5991379310344827||||157
|Ling, Blue Ling||121.35|||0|||0||||121.35||245|0|0||49.53061224489796||||244
|Flatfish||21.17|||0|||0||||21.17||0|0|-||-||||680
|Others||97.85|||0|||0||||97.85||345|0|0||28.362318840579707||||180
|Blue Whiting|0|1831.04|-||0|-||1210.83|-|0||3041.87|-||0|-||54.36111111111111||||345

|2017 landings are for the nearest comparable week last year (assuming an average delay of 2 weeks in notification of landings) therefore
|comparisons will be approximate, and should be treated accordingly.

|Norway Statistics: total landings (tonnes live weight) in 2018
|43166||||||||||||This weeks report includes swap numbers 

||Landings into||||||||||Total landings||||Uptake of quota
|Stock|Scotland|||England, Wales & N.I.|||Abroad||||by UK vessels|||U.K|in past week||so far in:
||||%|||%|||%||||%|Quota|||2017|2018||||Quota
||2017|2018|change|2017|2018|change|2017|2018|change||2017|2018|change|2018|Tonnes|%|%|%||||2016

|Norway
|Tusk|0|0.108|-|0|0|-|0|0|-||0|0.108|-|4|0.06|1.5|0|2.7||||4
|Monkfish|0|4.7940000000000005|-|0|0.5109|-|0|0.372|-||0|5.676900000000001|-|305.1|0.12810000000000077|0.0419862340216325|0|1.860668633235005||||180
|Ling |0|1.912|-|0|1.6161999999999999|-|0|0|-||0|3.5282|-|106.1|0.38500000000000023|0.3628652214891614|0|3.3253534401508014||||144
|Nephrops|0|0|-|0|0|-|0|0|-||0|0|-|42|0|0|0|0||||53
